3.96,1,3,36,8.1,1,3,200000345,10.6,1,3,1524,5.46,2,2,66,6.59,2,2,39,0.78,2,2,15,0.9,2,2,44,4.9,3,1,36,5.21,3,1,18,4.0,3,1,39,825261,3,4030972,18,19,cntyhot,5.209700,6,2421,3651367,0
0.18,1,3,34,0.18,1,3,15,0.2,1,3,7,0.11,2,2,34,0.1,2,2,7,0.09,2,2,34,0.08,2,2,15,0.03,3,1,15,0.03,3,1,26,0.03,3,1,36,870662,2,2481218,10,12,RTC2I,0.467200,6,515,7906394,0
0.22,1,3,26,0.22,1,3,26,0.22,1,3,15,0.12,2,2,200000532,0.12,2,2,26,0.11,2,2,26,0.11,2,2,26,0.07,3,1,34,0.07,3,1,6,0.07,3,1,66,300076,1,3164220,10,11,RTC2I,0.397900,6,1944,1660582,0
5.72,1,3,44,5.56,1,3,1511,11.7,1,3,200000345,1.62,2,2,6,0.9,2,2,44,0.31,2,2,66,1.02,2,2,66,0.91,3,1,6,0.85,3,1,44,0.92,3,1,1511,1132543,3,536172,19,20,compl,0.915600,6,2449,15333776,0
24.15,1,3,509,14.81,1,3,200000343,15.87,1,3,200000343,1.31,2,2,6,0.9,2,2,44,5.39,2,2,200000345,5.36,2,2,509,0.91,3,1,6,0.85,3,1,18,0.85,3,1,44,1005597,1,2152140,15,17,OLC2I,0.692300,6,2003,48508707,0
8.6,1,3,200000345,13.47,1,3,200000345,9.71,1,3,200000345,5.32,2,2,66,2.94,2,2,6,5.13,2,2,200000345,0.9,2,2,44,0.91,3,1,6,0.85,3,1,18,0.85,3,1,44,825261,3,2659272,18,19,compl,0.845300,6,2421,3651367,0
136.43,1,3,1501,116.69,1,3,26,104.01,1,3,26,5.46,2,2,66,18.21,2,2,6,0.9,2,2,44,1.67,2,2,1501,4.9,3,1,36,5.25,3,1,39,0.87,3,1,44,1007587,3,1282547,19,20,compl,0.870300,6,5287,14340308,0
0.24,1,3,26,0.24,1,3,36,0.23,1,3,15,0.14,2,2,36,0.13,2,2,200000345,0.12,2,2,15,0.12,2,2,26,0.09,3,1,15,0.07,3,1,36,0.07,3,1,36,94450,2,2026536,10,11,RTC2I,0.496300,5,296,28639620,0
0.01,1,3,509,0.01,1,3,44,0.01,1,3,7,0.01,2,2,44,0.01,2,2,39,0.01,2,2,44,0.01,2,2,66,0.01,3,1,1511,0.01,3,1,66,0.01,3,1,34,355990,2,978660,15,16,cntyhot,5.795400,6,381,4714311,0
0.11,1,3,509,0.11,1,3,44,0.1,1,3,44,0.08,2,2,39,0.07,2,2,44,0.07,2,2,200000345,0.06,2,2,44,0.09,3,1,39,0.08,3,1,44,0.07,3,1,34,295723,1,467192,16,18,compl,0.947900,6,3975,2894685,0
18.8,1,3,201355758,30.63,1,3,200000345,69.79,1,3,26,5.46,2,2,66,0.01,2,2,6,0.9,2,2,44,0.01,2,2,18,4.9,3,1,36,5.25,3,1,39,0.02,3,1,44,508083,3,2247336,17,17,cntyhot,5.251200,6,657,9777297,0
46.31,1,3,200165144,21.07,1,3,66,238.12,1,3,200165144,5.46,2,2,66,13.15,2,2,6,0.9,2,2,44,60.53,2,2,66,0.91,3,1,6,4.9,3,1,36,0.85,3,1,44,1426,2,3844648,15,16,cntyhot,5.463800,6,695,629834,0
0.28,1,3,200000532,0.28,1,3,509,0.24,1,3,15,0.07,2,2,26,0.06,2,2,509,0.06,2,2,39,0.06,2,2,1524,0.07,3,1,39,0.05,3,1,39,0.03,3,1,6,909035,2,3456105,3,5,RTI2I,0.909990,6,237,11835246,0
0.23,1,3,200000297,0.23,1,3,15,0.23,1,3,200000297,0.13,2,2,200000297,0.12,2,2,15,0.12,2,2,200574005,0.11,2,2,66,0.06,3,1,34,0.05,3,1,66,0.05,3,1,6,761500,3,2809174,16,17,compl,0.940000,6,10653,2229812,0
0.23,1,3,509,0.23,1,3,44,0.21,1,3,44,0.15,2,2,44,0.12,2,2,509,0.11,2,2,39,0.11,2,2,44,0.07,3,1,36,0.07,3,1,6,0.06,3,1,34,314989,2,2833766,3,5,RTC2I,0.485100,6,2088,294549,0
0.21,1,3,26,0.1,1,3,15,0.35,1,3,26,0.09,2,2,26,0.03,2,2,26,0.03,2,2,15,0.03,2,2,44,0.04,3,1,6,0.04,3,1,66,0.04,3,1,34,967766,1,418283,3,5,RTI2I,0.282024,6,1734,14191027,0
0.28,1,3,509,0.19,1,3,15,0.24,1,3,15,0.07,2,2,18,0.06,2,2,509,0.06,2,2,26,0.06,2,2,509,0.07,3,1,39,0.03,3,1,6,0.03,3,1,39,239501,3,3456105,16,17,compl,0.918400,6,59044,941469,0
139.79,1,3,26,18.2,1,3,21,11.43,1,3,21,5.32,2,2,66,5.73,2,2,6,0.9,2,2,44,1.96,2,2,15,0.91,3,1,6,0.89,3,1,200165144,0.88,3,1,7,1426,2,2530649,15,16,cntyhot,5.316400,6,695,629834,0
55.66,1,3,26,29.96,1,3,18,31.64,1,3,26,0.75,2,2,6,0.0,2,2,44,0.43,2,2,66,1.82,2,2,26,0.91,3,1,6,5.61,3,1,44,0.92,3,1,1511,1007587,3,1620842,19,20,OLC2I,0.870300,6,5287,14340308,0
0.05,1,3,201355758,0.07,1,3,7,0.05,1,3,26,0.03,2,2,201355758,0.03,2,2,200000532,0.03,2,2,26,0.02,2,2,18,0.03,3,1,6,0.03,3,1,34,0.03,3,1,66,761500,3,481309,16,17,compl,0.940000,6,10653,2229812,0
12.11,1,3,13,37.82,1,3,34,17.05,1,3,39,5.32,2,2,66,0.43,2,2,6,2.71,2,2,509,0.9,2,2,44,0.87,3,1,44,0.92,3,1,1511,0.95,3,1,66,1426,2,2194902,15,16,cntyhot,5.316400,6,695,629834,0
0.05,1,3,201355758,0.07,1,3,7,0.05,1,3,26,0.03,2,2,201355758,0.03,2,2,200000532,0.03,2,2,26,0.02,2,2,18,0.03,3,1,6,0.03,3,1,34,0.03,3,1,66,730324,2,481309,6,7,OLS2I,0.387000,3,449,54950774,0
0.04,1,3,44,0.13,1,3,44,0.09,1,3,21,0.04,2,2,15,0.04,2,2,1501,0.03,2,2,44,0.03,2,2,509,0.04,3,1,15,0.03,3,1,26,0.03,3,1,36,112463,2,2332929,13,14,OLC2I,0.464900,6,1404,10588943,0
23.82,1,3,36,16.95,1,3,15,21.67,1,3,15,5.32,2,2,66,0.0,2,2,6,0.9,2,2,44,4.49,2,2,36,0.91,3,1,6,0.87,3,1,44,0.92,3,1,1511,202136,1,1678524,13,15,OLC2I,0.696600,6,4553,18610680,0
0.29,1,3,322,0.27,1,3,322,0.31,1,3,200000345,0.14,2,2,1501,0.13,2,2,1501,0.13,2,2,1501,0.12,2,2,18,0.12,3,1,1501,0.11,3,1,200000345,0.04,3,1,15,640838,1,3709623,3,3,OLI2I,0.161385,6,4091,18931014,0
3.96,1,3,36,8.1,1,3,200000345,10.6,1,3,1524,5.46,2,2,66,6.59,2,2,39,0.78,2,2,15,0.9,2,2,44,4.9,3,1,36,5.21,3,1,18,4.0,3,1,39,114764,2,4030972,18,19,compl,0.900500,6,1383,40740853,0
9.43,1,3,34,15.37,1,3,34,58.05,1,3,1420,2.85,2,2,6,1.63,2,2,509,0.9,2,2,44,2.44,2,2,15,0.91,3,1,6,0.87,3,1,44,0.92,3,1,1511,1007587,3,2598570,19,20,compl,0.870300,6,5287,14340308,0
92.09,1,3,66,116.88,1,3,66,120.4,1,3,66,5.46,2,2,66,0.58,2,2,6,0.9,2,2,44,0.0,2,2,66,0.91,3,1,6,4.9,3,1,36,0.85,3,1,44,24180,3,1936680,14,15,cntyhot,4.899100,6,274,56062671,0
0.28,1,3,509,0.19,1,3,15,0.24,1,3,15,0.07,2,2,18,0.06,2,2,509,0.06,2,2,26,0.06,2,2,509,0.07,3,1,39,0.03,3,1,6,0.03,3,1,39,124028,3,3456105,18,20,compl,0.936700,6,2004,9777297,0
0.27,1,3,509,0.24,1,3,18,0.26,1,3,15,0.07,2,2,44,0.06,2,2,509,0.06,2,2,18,0.06,2,2,26,0.13,3,1,44,0.12,3,1,509,0.12,3,1,15,504922,2,3059745,12,14,RTI2I,0.032000,6,3416,1948286,0
0.3,1,3,509,0.33,1,3,18,0.35,1,3,34,0.1,2,2,18,0.1,2,2,34,0.1,2,2,18,0.08,2,2,509,0.22,3,1,18,0.1,3,1,34,0.09,3,1,6,927845,3,3363132,9,10,RTI2I,0.645186,6,2249,9399504,0
0.34,1,3,1420,0.15,1,3,1420,0.13,1,3,13,0.07,2,2,13,0.06,2,2,1420,0.06,2,2,1420,0.06,2,2,39,0.07,3,1,66,0.07,3,1,1420,0.06,3,1,34,816282,1,115413,7,9,OLC2I,0.436100,6,19149,1033046,1
